building_id;meter;timestamp;meter_reading
472;0;42370;66.03
473;0;42370;110.58
474;0;42370;13.27
475;0;42370;1108.02
476;0;42370;1.76
477;0;42370;24.51
478;0;42370;40.72
479;0;42370;81.17
480;0;42370;15.11
481;0;42370;54.6
482;0;42370;424.84
483;0;42370;289.26
484;0;42370;56.47
485;0;42370;106.29
486;0;42370;131.02
487;0;42370;27.84
488;0;42370;57.77
489;0;42370;214.64
490;0;42370;95.64
491;0;42370;51.76
492;0;42370;112.92
493;0;42370;284.52
494;0;42370;43.14
495;0;42370;43.05
496;0;42370;32.87
497;0;42370;13.81
498;0;42370;24.45
499;0;42370;89.47
500;0;42370;188.88
501;0;42370;64.62
502;0;42370;46.44
503;0;42370;19.41
504;0;42370;149.05
505;0;42370;102.64
506;0;42370;426.2
507;0;42370;33.45
508;0;42370;12.58
509;0;42370;45.57
510;0;42370;7.77
511;0;42370;15.29
512;0;42370;7.16
513;0;42370;184.73
514;0;42370;12.7
515;0;42370;60.96
516;0;42370;116.82
517;0;42370;3.0
518;0;42370;448.92
519;0;42370;1216.68
520;0;42370;15.59
521;0;42370;16.5
522;0;42370;11.97
523;0;42370;4.36
524;0;42370;118.65
525;0;42370;16.02
526;0;42370;27.88
527;0;42370;16.08
529;0;42370;21.18
530;0;42370;32.56
531;0;42370;7.15
532;0;42370;23.57
533;0;42370;35.04
534;0;42370;1.36
535;0;42370;22.46
536;0;42370;2.32
537;0;42370;129.79
538;0;42370;2.48
539;0;42370;5.14
540;0;42370;36.39
541;0;42370;1.32
542;0;42370;51.88
543;0;42370;0.6
544;0;42370;89.34
545;0;42370;54.58
546;0;42370;1068.48
547;0;42370;21.89
548;0;42370;8.97
549;0;42370;18.86
550;0;42370;43.47
551;0;42370;183.96
552;0;42370;22.76
553;0;42370;39.22
554;0;42370;51.86
556;0;42370;1013.78
557;0;42370;31.66
558;0;42370;26.92
559;0;42370;10.84
560;0;42370;335.69
561;0;42370;644.21
562;0;42370;321.7
563;0;42370;25.0
564;0;42370;10.6
291;0;42370,04167;125.5
292;0;42370,04167;137.18
293;0;42370,04167;631.24
294;0;42370,04167;60.59
295;0;42370,04167;28.21
296;0;42370,04167;37.12
297;0;42370,04167;72.3
298;0;42370,04167;15.65
301;0;42370,04167;47.52
302;0;42370,04167;29.87
303;0;42370,04167;14.86
304;0;42370,04167;0.07
305;0;42370,04167;38.65
306;0;42370,04167;60.48
307;0;42370,04167;13.15
308;0;42370,04167;11.14
309;0;42370,04167;1.56
310;0;42370,04167;21.64
311;0;42370,04167;32.82
312;0;42370,04167;9.92
313;0;42370,04167;105.84
314;0;42370,04167;3.21
315;0;42370,04167;18.31
316;0;42370,04167;17.83
317;0;42370,04167;18.86
318;0;42370,04167;167.36
319;0;42370,04167;19.57
320;0;42370,04167;109.12
321;0;42370,04167;24.83
322;0;42370,04167;23.48
323;0;42370,04167;333.0
324;0;42370,04167;15.95
325;0;42370,04167;31.54
326;0;42370,04167;36.59
327;0;42370,04167;116.13
328;0;42370,04167;22.25
329;0;42370,04167;1.12
330;0;42370,04167;53.3
331;0;42370,04167;443.23
332;0;42370,04167;328.87
333;0;42370,04167;41.99
334;0;42370,04167;34.02
335;0;42370,04167;381.16
336;0;42370,04167;15.12
337;0;42370,04167;99.29
338;0;42370,04167;88.56
339;0;42370,04167;14.47
340;0;42370,04167;9.41
341;0;42370,04167;136.09
342;0;42370,04167;15.24
343;0;42370,04167;19.42
344;0;42370,04167;81.63
345;0;42370,04167;2.4
346;0;42370,04167;33.64
347;0;42370,04167;92.38
348;0;42370,04167;13.32
349;0;42370,04167;84.11
350;0;42370,04167;137.61
351;0;42370,04167;39.04
352;0;42370,04167;216.54
353;0;42370,04167;97.06
354;0;42370,04167;26.86
355;0;42370,04167;150.19
356;0;42370,04167;1.16
357;0;42370,04167;0.88
358;0;42370,04167;54.35
359;0;42370,04167;4.33
360;0;42370,04167;46.19
361;0;42370,04167;19.9
362;0;42370,04167;6.71
363;0;42370,04167;32.57
364;0;42370,04167;111.69
365;0;42370,04167;1122.72
366;0;42370,04167;17.77
367;0;42370,04167;48.92
368;0;42370,04167;39.45
369;0;42370,04167;13.09
370;0;42370,04167;17.3
371;0;42370,04167;3.76
372;0;42370,04167;30.67
373;0;42370,04167;73.27
374;0;42370,04167;226.14
375;0;42370,04167;1714.25
376;0;42370,04167;670.8
377;0;42370,04167;8.09
378;0;42370,04167;32.69
379;0;42370,04167;8.69
380;0;42370,04167;56.47
381;0;42370,04167;8.57
382;0;42370,04167;50.47
383;0;42370,04167;20.58
384;0;42370,04167;16.85
385;0;42370,04167;22.7
386;0;42370,04167;42.17
387;0;42370,04167;76.66
388;0;42370,04167;34.74
389;0;42370,04167;67.97
390;0;42370,04167;58.55
391;0;42370,04167;66.97
392;0;42370,04167;57.3
393;0;42370,04167;24.6
394;0;42370,04167;17.7
395;0;42370,04167;14.18
396;0;42370,04167;27.53
397;0;42370,04167;51.12
398;0;42370,04167;47.67
399;0;42370,04167;73.76
400;0;42370,04167;21.68
401;0;42370,04167;20.71
402;0;42370,04167;5.32
404;0;42370,04167;151.56
405;0;42370,04167;59.63
406;0;42370,04167;7.61
407;0;42370,04167;551.65
408;0;42370,04167;9.31
409;0;42370,04167;119.61
410;0;42370,04167;41.23
411;0;42370,04167;12.04
412;0;42370,04167;46.22
413;0;42370,04167;7.15
414;0;42370,04167;29.29
415;0;42370,04167;17.21
416;0;42370,04167;10.3
417;0;42370,04167;86.54
418;0;42370,04167;52.3
419;0;42370,04167;89.37
420;0;42370,04167;267.83
421;0;42370,04167;34.5
422;0;42370,04167;5.0
423;0;42370,04167;1.96
424;0;42370,04167;14.78
425;0;42370,04167;119.57
426;0;42370,04167;76.98
427;0;42370,04167;18.24
428;0;42370,04167;3.86
429;0;42370,04167;13.72
430;0;42370,04167;36.58
431;0;42370,04167;13.98
432;0;42370,04167;222.22
433;0;42370,04167;64.95
434;0;42370,04167;4.09
435;0;42370,04167;38.28
436;0;42370,04167;11.04
437;0;42370,04167;104.05
438;0;42370,04167;85.6
439;0;42370,04167;57.5
440;0;42370,04167;54.57
441;0;42370,04167;27.84
442;0;42370,04167;55.42
443;0;42370,04167;68.7
444;0;42370,04167;15.86
445;0;42370,04167;103.94
446;0;42370,04167;186.17
447;0;42370,04167;22.23
448;0;42370,04167;675.97
449;0;42370,04167;13.67
450;0;42370,04167;61.53
451;0;42370,04167;6.45
452;0;42370,04167;83.32
453;0;42370,04167;16.94
454;0;42370,04167;29.44
455;0;42370,04167;9.77
456;0;42370,04167;14.42
457;0;42370,04167;87.61
458;0;42370,04167;15.84
459;0;42370,04167;70.09
460;0;42370,04167;17.48
461;0;42370,04167;88.95
462;0;42370,04167;10.69
463;0;42370,04167;12.74
464;0;42370,04167;16.93
465;0;42370,04167;26.5
466;0;42370,04167;14.67
467;0;42370,04167;125.43
468;0;42370,04167;32.52
469;0;42370,04167;22.54
470;0;42370,04167;12.37
471;0;42370,04167;124.47
472;0;42370,04167;66.39
473;0;42370,04167;76.39
474;0;42370,04167;12.76
475;0;42370,04167;1072.79
476;0;42370,04167;1.76
477;0;42370,04167;23.52
478;0;42370,04167;48.66
479;0;42370,04167;81.03
480;0;42370,04167;15.38
481;0;42370,04167;55.18
482;0;42370,04167;402.82
483;0;42370,04167;297.93
484;0;42370,04167;55.82
485;0;42370,04167;109.23
486;0;42370,04167;132.76
487;0;42370,04167;26.58
488;0;42370,04167;53.86
489;0;42370,04167;208.75
490;0;42370,04167;94.89
491;0;42370,04167;53.34
492;0;42370,04167;113.24
493;0;42370,04167;290.52
494;0;42370,04167;43.36
495;0;42370,04167;43.59
496;0;42370,04167;33.68
497;0;42370,04167;12.69
498;0;42370,04167;23.79
499;0;42370,04167;81.07
500;0;42370,04167;185.73
501;0;42370,04167;62.55
502;0;42370,04167;49.08
503;0;42370,04167;19.52
504;0;42370,04167;149.06
505;0;42370,04167;97.87
506;0;42370,04167;426.03
507;0;42370,04167;35.53
508;0;42370,04167;9.19
509;0;42370,04167;46.16
510;0;42370,04167;8.95
511;0;42370,04167;15.1
512;0;42370,04167;8.24
513;0;42370,04167;184.38
514;0;42370,04167;12.53
515;0;42370,04167;61.92
516;0;42370,04167;114.83
517;0;42370,04167;2.52
518;0;42370,04167;447.72
519;0;42370,04167;1241.64
520;0;42370,04167;15.86
521;0;42370,04167;16.66
522;0;42370,04167;13.01
523;0;42370,04167;4.44
524;0;42370,04167;119.41
525;0;42370,04167;13.58
526;0;42370,04167;26.87
527;0;42370,04167;16.24
529;0;42370,04167;20.65
530;0;42370,04167;31.57
531;0;42370,04167;6.91
532;0;42370,04167;23.56
533;0;42370,04167;28.8
534;0;42370,04167;1.36
535;0;42370,04167;22.12
536;0;42370,04167;2.44
537;0;42370,04167;129.82
538;0;42370,04167;3.24
539;0;42370,04167;5.16
540;0;42370,04167;37.29
541;0;42370,04167;1.12
542;0;42370,04167;51.61
543;0;42370,04167;0.56
544;0;42370,04167;89.54
545;0;42370,04167;58.29
546;0;42370,04167;1070.64
547;0;42370,04167;24.11
548;0;42370,04167;9.49
549;0;42370,04167;16.14
550;0;42370,04167;41.1
551;0;42370,04167;181.71
552;0;42370,04167;22.97
553;0;42370,04167;40.93
554;0;42370,04167;51.0
556;0;42370,04167;988.38
557;0;42370,04167;31.69
558;0;42370,04167;27.0
559;0;42370,04167;11.24
560;0;42370,04167;343.13
561;0;42370,04167;706.46
562;0;42370,04167;277.88
563;0;42370,04167;24.48
564;0;42370,04167;9.77
291;0;42370,08333;126.9
292;0;42370,08333;140.12
293;0;42370,08333;634.65
294;0;42370,08333;59.95
295;0;42370,08333;27.85
296;0;42370,08333;37.78
297;0;42370,08333;73.95
298;0;42370,08333;15.85
301;0;42370,08333;47.42
302;0;42370,08333;29.53
303;0;42370,08333;15.01
304;0;42370,08333;0.09
305;0;42370,08333;39.93
306;0;42370,08333;60.53
307;0;42370,08333;12.66
308;0;42370,08333;10.76
309;0;42370,08333;1.8
310;0;42370,08333;20.01
311;0;42370,08333;33.17
312;0;42370,08333;9.92
313;0;42370,08333;106.95
314;0;42370,08333;3.22
315;0;42370,08333;15.79
316;0;42370,08333;19.55
317;0;42370,08333;19.13
318;0;42370,08333;167.78
319;0;42370,08333;20.22
320;0;42370,08333;109.02
321;0;42370,08333;24.91
322;0;42370,08333;25.81
323;0;42370,08333;333.33
324;0;42370,08333;15.9
325;0;42370,08333;31.79
326;0;42370,08333;36.41
327;0;42370,08333;113.85
328;0;42370,08333;21.71
329;0;42370,08333;1.08
330;0;42370,08333;50.43
331;0;42370,08333;447.56
332;0;42370,08333;331.99
333;0;42370,08333;41.36
334;0;42370,08333;33.93
335;0;42370,08333;390.94
336;0;42370,08333;14.05
337;0;42370,08333;105.73
338;0;42370,08333;89.94
339;0;42370,08333;14.48
340;0;42370,08333;10.06
341;0;42370,08333;136.14
342;0;42370,08333;18.08
343;0;42370,08333;19.09
344;0;42370,08333;89.68
345;0;42370,08333;2.52
346;0;42370,08333;33.63
347;0;42370,08333;92.59
348;0;42370,08333;13.28
349;0;42370,08333;83.5
350;0;42370,08333;144.48
351;0;42370,08333;32.95
352;0;42370,08333;218.16
353;0;42370,08333;96.86
354;0;42370,08333;26.8
355;0;42370,08333;149.62
356;0;42370,08333;1.16
357;0;42370,08333;0.64
358;0;42370,08333;53.65
359;0;42370,08333;4.1
360;0;42370,08333;45.98
361;0;42370,08333;18.62
362;0;42370,08333;6.6
363;0;42370,08333;32.8
364;0;42370,08333;112.56
365;0;42370,08333;1096.8
366;0;42370,08333;17.12
367;0;42370,08333;48.86
368;0;42370,08333;38.67
369;0;42370,08333;13.08
370;0;42370,08333;17.44
371;0;42370,08333;3.88
372;0;42370,08333;30.19
373;0;42370,08333;73.52
374;0;42370,08333;223.37
375;0;42370,08333;1731.22
376;0;42370,08333;673.98
377;0;42370,08333;7.79
378;0;42370,08333;32.04
379;0;42370,08333;8.67
380;0;42370,08333;55.9
381;0;42370,08333;8.49
382;0;42370,08333;50.86
383;0;42370,08333;20.53
384;0;42370,08333;16.25
385;0;42370,08333;22.56
386;0;42370,08333;42.21
387;0;42370,08333;75.79
388;0;42370,08333;35.27
389;0;42370,08333;66.55
390;0;42370,08333;58.29
391;0;42370,08333;67.89
392;0;42370,08333;57.32
393;0;42370,08333;24.21
394;0;42370,08333;17.68
395;0;42370,08333;13.77
396;0;42370,08333;26.01
397;0;42370,08333;51.0
398;0;42370,08333;47.16
399;0;42370,08333;74.29
400;0;42370,08333;21.0
401;0;42370,08333;20.56
402;0;42370,08333;5.31
404;0;42370,08333;150.06
405;0;42370,08333;50.32
406;0;42370,08333;7.71
407;0;42370,08333;550.38
408;0;42370,08333;9.3
409;0;42370,08333;120.38
410;0;42370,08333;41.53
411;0;42370,08333;12.05
412;0;42370,08333;45.8
413;0;42370,08333;7.17
414;0;42370,08333;29.49
415;0;42370,08333;17.42
416;0;42370,08333;9.41
417;0;42370,08333;86.66
418;0;42370,08333;53.65
419;0;42370,08333;89.39
420;0;42370,08333;267.66
421;0;42370,08333;34.83
422;0;42370,08333;4.92
423;0;42370,08333;1.96
424;0;42370,08333;15.08
425;0;42370,08333;117.37
426;0;42370,08333;78.62
427;0;42370,08333;18.18
428;0;42370,08333;3.87
429;0;42370,08333;13.48
430;0;42370,08333;36.57
431;0;42370,08333;15.01
432;0;42370,08333;203.79
433;0;42370,08333;60.52
434;0;42370,08333;4.14
435;0;42370,08333;33.01
436;0;42370,08333;10.37
437;0;42370,08333;83.15
438;0;42370,08333;85.08
439;0;42370,08333;56.51
440;0;42370,08333;55.55
441;0;42370,08333;27.28
442;0;42370,08333;54.39
443;0;42370,08333;68.86
444;0;42370,08333;14.82
445;0;42370,08333;104.95
446;0;42370,08333;187.45
447;0;42370,08333;21.97
448;0;42370,08333;673.52
449;0;42370,08333;13.41
450;0;42370,08333;60.56
451;0;42370,08333;6.51
452;0;42370,08333;83.4
453;0;42370,08333;17.55
454;0;42370,08333;29.44
455;0;42370,08333;10.12
456;0;42370,08333;14.75
457;0;42370,08333;84.91
458;0;42370,08333;15.92
459;0;42370,08333;68.89
460;0;42370,08333;17.45
461;0;42370,08333;83.91
462;0;42370,08333;10.86
463;0;42370,08333;12.55
464;0;42370,08333;16.38
465;0;42370,08333;25.42
466;0;42370,08333;14.58
467;0;42370,08333;124.52
468;0;42370,08333;32.04
469;0;42370,08333;22.97
470;0;42370,08333;12.36
471;0;42370,08333;124.69
472;0;42370,08333;65.86
473;0;42370,08333;114.35
474;0;42370,08333;12.31
475;0;42370,08333;1105.18
476;0;42370,08333;1.76
477;0;42370,08333;22.43
478;0;42370,08333;45.65
479;0;42370,08333;80.63
480;0;42370,08333;15.7
481;0;42370,08333;55.57
482;0;42370,08333;416.11
483;0;42370,08333;298.61
484;0;42370,08333;55.26
485;0;42370,08333;121.12
486;0;42370,08333;132.53
487;0;42370,08333;27.38
488;0;42370,08333;57.94
489;0;42370,08333;208.63
490;0;42370,08333;95.78
491;0;42370,08333;53.24
492;0;42370,08333;113.35
493;0;42370,08333;292.8
494;0;42370,08333;43.35
495;0;42370,08333;43.22
496;0;42370,08333;32.51
497;0;42370,08333;14.28
498;0;42370,08333;22.64
499;0;42370,08333;82.78
500;0;42370,08333;186.81
501;0;42370,08333;62.89
502;0;42370,08333;48.55
503;0;42370,08333;19.95
504;0;42370,08333;148.44
505;0;42370,08333;99.79
506;0;42370,08333;426.25
507;0;42370,08333;35.21
508;0;42370,08333;9.26
509;0;42370,08333;60.43
510;0;42370,08333;9.05
511;0;42370,08333;15.6
512;0;42370,08333;8.56
513;0;42370,08333;102.63
514;0;42370,08333;12.74
515;0;42370,08333;61.83
516;0;42370,08333;114.13
517;0;42370,08333;2.28
518;0;42370,08333;448.08
519;0;42370,08333;1282.8
520;0;42370,08333;15.64
521;0;42370,08333;16.36
522;0;42370,08333;12.23
523;0;42370,08333;4.41
524;0;42370,08333;119.4
525;0;42370,08333;12.57
526;0;42370,08333;27.17
527;0;42370,08333;16.57
529;0;42370,08333;20.88
530;0;42370,08333;31.48
531;0;42370,08333;6.74
532;0;42370,08333;23.38
533;0;42370,08333;28.75
534;0;42370,08333;1.36
535;0;42370,08333;23.44
536;0;42370,08333;2.44
537;0;42370,08333;128.01
538;0;42370,08333;2.76
539;0;42370,08333;5.36
540;0;42370,08333;145.77
541;0;42370,08333;1.24
542;0;42370,08333;52.0
543;0;42370,08333;0.56
544;0;42370,08333;90.62
545;0;42370,08333;61.58
546;0;42370,08333;1072.56
547;0;42370,08333;23.99
548;0;42370,08333;9.52
549;0;42370,08333;19.43
550;0;42370,08333;44.71
551;0;42370,08333;180.67
552;0;42370,08333;22.91
553;0;42370,08333;42.99
554;0;42370,08333;50.8
556;0;42370,08333;996.25
557;0;42370,08333;31.7
558;0;42370,08333;26.92
559;0;42370,08333;11.13
560;0;42370,08333;379.52
561;0;42370,08333;627.38
562;0;42370,08333;279.91
563;0;42370,08333;24.76
564;0;42370,08333;10.12
291;0;42370,125;126.96
292;0;42370,125;149.12
293;0;42370,125;643.45
294;0;42370,125;61.97
295;0;42370,125;27.94
296;0;42370,125;36.15
297;0;42370,125;70.38
298;0;42370,125;16.69
301;0;42370,125;47.44
302;0;42370,125;29.9
303;0;42370,125;14.83
304;0;42370,125;0.14
305;0;42370,125;40.55
306;0;42370,125;60.65
307;0;42370,125;12.46
308;0;42370,125;10.57
309;0;42370,125;1.6
310;0;42370,125;30.26
311;0;42370,125;32.84
312;0;42370,125;9.92
313;0;42370,125;108.27
314;0;42370,125;3.22
315;0;42370,125;13.65
316;0;42370,125;19.74
317;0;42370,125;18.85
318;0;42370,125;169.03
319;0;42370,125;19.85
320;0;42370,125;108.74
321;0;42370,125;21.82
322;0;42370,125;25.26
323;0;42370,125;337.71
324;0;42370,125;15.91
325;0;42370,125;32.83
326;0;42370,125;37.72
327;0;42370,125;122.67
328;0;42370,125;21.45
329;0;42370,125;1.24
330;0;42370,125;54.24
331;0;42370,125;454.45
332;0;42370,125;346.05
333;0;42370,125;40.86
334;0;42370,125;34.1
335;0;42370,125;403.66
336;0;42370,125;14.53
337;0;42370,125;107.0
338;0;42370,125;89.71
339;0;42370,125;14.48
340;0;42370,125;10.85
341;0;42370,125;136.11
342;0;42370,125;22.24
343;0;42370,125;19.22
344;0;42370,125;101.24
345;0;42370,125;2.84
346;0;42370,125;33.64
347;0;42370,125;92.61
348;0;42370,125;13.03
349;0;42370,125;80.73
350;0;42370,125;153.22
351;0;42370,125;32.67
352;0;42370,125;218.52
353;0;42370,125;97.24
354;0;42370,125;29.1
355;0;42370,125;148.58
356;0;42370,125;1.16
357;0;42370,125;0.64
358;0;42370,125;53.31
359;0;42370,125;4.17
360;0;42370,125;45.85
361;0;42370,125;18.27
362;0;42370,125;6.57
363;0;42370,125;33.92
364;0;42370,125;115.59
365;0;42370,125;1098.96
366;0;42370,125;16.38
367;0;42370,125;48.94
368;0;42370,125;38.99
369;0;42370,125;13.09
370;0;42370,125;17.18
371;0;42370,125;3.93
372;0;42370,125;30.16
373;0;42370,125;82.0
374;0;42370,125;222.4
375;0;42370,125;1773.67
376;0;42370,125;673.68
377;0;42370,125;7.65
378;0;42370,125;31.56
379;0;42370,125;8.69
380;0;42370,125;55.38
381;0;42370,125;8.61
382;0;42370,125;48.87
383;0;42370,125;19.78
384;0;42370,125;17.12
385;0;42370,125;22.65
386;0;42370,125;41.78
387;0;42370,125;76.43
388;0;42370,125;34.62
389;0;42370,125;68.43
390;0;42370,125;58.81
391;0;42370,125;67.12
392;0;42370,125;57.46
393;0;42370,125;24.33
394;0;42370,125;17.64
395;0;42370,125;14.69
396;0;42370,125;17.1
397;0;42370,125;51.0
398;0;42370,125;47.79
399;0;42370,125;74.64
400;0;42370,125;21.79
401;0;42370,125;20.91
402;0;42370,125;5.32
404;0;42370,125;150.0
405;0;42370,125;50.24
406;0;42370,125;7.59
407;0;42370,125;553.18
408;0;42370,125;9.11
409;0;42370,125;111.1
410;0;42370,125;41.27
411;0;42370,125;12.19
412;0;42370,125;45.84
413;0;42370,125;7.14
414;0;42370,125;30.04
415;0;42370,125;17.25
416;0;42370,125;9.11
417;0;42370,125;86.69
418;0;42370,125;53.52
419;0;42370,125;89.45
420;0;42370,125;268.13
421;0;42370,125;35.15
422;0;42370,125;4.92
423;0;42370,125;1.96
424;0;42370,125;14.6
425;0;42370,125;117.91
426;0;42370,125;80.86
427;0;42370,125;18.14
428;0;42370,125;12.31
429;0;42370,125;15.53
430;0;42370,125;36.28
431;0;42370,125;14.88
432;0;42370,125;219.96
433;0;42370,125;69.88
434;0;42370,125;4.14
435;0;42370,125;32.96
436;0;42370,125;9.95
437;0;42370,125;83.26
438;0;42370,125;86.63
439;0;42370,125;56.5
440;0;42370,125;55.72
441;0;42370,125;29.05
442;0;42370,125;58.98
443;0;42370,125;68.7
444;0;42370,125;14.9
445;0;42370,125;103.46
446;0;42370,125;185.82
447;0;42370,125;22.58
448;0;42370,125;671.66
449;0;42370,125;12.93
450;0;42370,125;61.14
451;0;42370,125;6.47
452;0;42370,125;82.75
453;0;42370,125;17.32
454;0;42370,125;29.32
455;0;42370,125;9.58
456;0;42370,125;14.92
457;0;42370,125;90.52
458;0;42370,125;15.83
459;0;42370,125;72.01
460;0;42370,125;17.43
461;0;42370,125;87.84
462;0;42370,125;11.43
463;0;42370,125;12.68
464;0;42370,125;15.78
465;0;42370,125;24.83
466;0;42370,125;14.57
467;0;42370,125;124.86
468;0;42370,125;32.16
469;0;42370,125;22.06
470;0;42370,125;12.33
471;0;42370,125;124.53
472;0;42370,125;72.52
473;0;42370,125;74.3
474;0;42370,125;12.71
475;0;42370,125;1104.35
476;0;42370,125;1.76
477;0;42370,125;21.01
478;0;42370,125;41.25
479;0;42370,125;80.88
480;0;42370,125;15.29
481;0;42370,125;55.97
482;0;42370,125;420.67
483;0;42370,125;294.15
484;0;42370,125;55.31
485;0;42370,125;123.02
486;0;42370,125;134.39
487;0;42370,125;27.62
488;0;42370,125;57.51
489;0;42370,125;206.1
490;0;42370,125;94.73
491;0;42370,125;53.62
492;0;42370,125;113.06
493;0;42370,125;289.89
494;0;42370,125;43.28
495;0;42370,125;43.52
496;0;42370,125;33.49
497;0;42370,125;12.18
498;0;42370,125;22.28
499;0;42370,125;82.45
500;0;42370,125;187.14
501;0;42370,125;72.13
502;0;42370,125;50.06
503;0;42370,125;19.66
504;0;42370,125;147.93
505;0;42370,125;100.12
506;0;42370,125;427.63
507;0;42370,125;35.06
508;0;42370,125;10.8
509;0;42370,125;59.83
510;0;42370,125;8.3
511;0;42370,125;15.59
512;0;42370,125;8.2
513;0;42370,125;43.11
514;0;42370,125;13.0
515;0;42370,125;60.3
516;0;42370,125;108.8
517;0;42370,125;2.28
518;0;42370,125;448.92
519;0;42370,125;1237.8
520;0;42370,125;15.63
521;0;42370,125;16.0
522;0;42370,125;12.37
523;0;42370,125;4.42
524;0;42370,125;119.14
525;0;42370,125;12.87
526;0;42370,125;25.53
527;0;42370,125;16.42
529;0;42370,125;19.99
530;0;42370,125;31.99
531;0;42370,125;6.68
532;0;42370,125;23.62
533;0;42370,125;28.05
534;0;42370,125;1.36
535;0;42370,125;26.15
536;0;42370,125;2.44
537;0;42370,125;123.15
538;0;42370,125;3.92
539;0;42370,125;5.14
540;0;42370,125;286.17
541;0;42370,125;1.32
542;0;42370,125;51.85
543;0;42370,125;0.56
544;0;42370,125;90.92
545;0;42370,125;60.04
546;0;42370,125;1072.56
547;0;42370,125;23.95
548;0;42370,125;9.04
549;0;42370,125;17.47
550;0;42370,125;45.33
551;0;42370,125;184.95
552;0;42370,125;22.86
553;0;42370,125;38.02
554;0;42370,125;50.93
556;0;42370,125;966.22
557;0;42370,125;31.71
558;0;42370,125;26.85
559;0;42370,125;10.98
560;0;42370,125;330.89
